Streams,Date,Genre
631050,7/2/2020,Edm
629852,7/2/2020,Rock
628911,7/2/2020,Rap
628852,7/2/2020,Rap
628693,7/2/2020,Reggaeton
625530,7/2/2020,Hip Hop
624617,7/2/2020,Rock
623082,7/2/2020,Pop
622801,7/2/2020,Hip Hop
622632,7/2/2020,Pop
5886504,7/3/2020,Hip Hop
5216820,7/3/2020,Pop
4937220,7/3/2020,R&B
4193824,7/3/2020,Rap
3943774,7/3/2020,Pop
3436803,7/3/2020,Pop
3197792,7/3/2020,Pop
3180547,7/3/2020,Rap
3029109,7/3/2020,Other
3011959,7/3/2020,Hip Hop
2920338,7/3/2020,Edm
2918502,7/3/2020,Other
2899829,7/3/2020,Pop
2763051,7/3/2020,Rap
2735931,7/3/2020,Other
2713408,7/3/2020,Pop
2658402,7/3/2020,Pop
2555477,7/3/2020,Rap
2489981,7/3/2020,Other
2350884,7/3/2020,Rap
2293512,7/3/2020,Pop
2273795,7/3/2020,Reggaeton
2264952,7/3/2020,Pop
2197686,7/3/2020,Rap
2185344,7/3/2020,Other
2159149,7/3/2020,Other
2088065,7/3/2020,Pop
2082057,7/3/2020,R&B
2060480,7/3/2020,R&B
2055674,7/3/2020,Other
2044371,7/3/2020,Rap
2007219,7/3/2020,Pop
1944445,7/3/2020,Reggaeton
1894448,7/3/2020,Other
1881910,7/3/2020,Pop
1870861,7/3/2020,Pop
1865552,7/3/2020,Other
1845204,7/3/2020,Pop
1841764,7/3/2020,Rap
1831675,7/3/2020,Other
1829398,7/3/2020,Rap
1827057,7/3/2020,Other
1773758,7/3/2020,Reggaeton
1757836,7/3/2020,Other
1754309,7/3/2020,R&B
1753609,7/3/2020,R&B
1729674,7/3/2020,Hip Hop
1719095,7/3/2020,Rap
1694663,7/3/2020,Other
1685223,7/3/2020,Reggaeton
1655743,7/3/2020,R&B
1634156,7/3/2020,Reggaeton
1633149,7/3/2020,Other
1617529,7/3/2020,Pop
1614168,7/3/2020,Edm
1613739,7/3/2020,Other
1600375,7/3/2020,Rap
1595943,7/3/2020,Pop
1594900,7/3/2020,Rock
1568890,7/3/2020,Pop
1535232,7/3/2020,R&B
1520017,7/3/2020,Edm
1495603,7/3/2020,Other
1483408,7/3/2020,Rock
1483136,7/3/2020,Other
1456624,7/3/2020,Reggaeton
1450065,7/3/2020,Other
1447213,7/3/2020,Reggaeton
1445027,7/3/2020,Rap
1372635,7/3/2020,Rap
1356668,7/3/2020,Pop
1352040,7/3/2020,Hip Hop
1317397,7/3/2020,Rap
1291146,7/3/2020,Rap
1287112,7/3/2020,Rap
1286365,7/3/2020,Hip Hop
1268621,7/3/2020,Edm
1255269,7/3/2020,Rap
1252723,7/3/2020,Other
1232716,7/3/2020,R&B
1226338,7/3/2020,Reggaeton
1212444,7/3/2020,Hip Hop
1201119,7/3/2020,Reggaeton
1189267,7/3/2020,Other
1170088,7/3/2020,Rap
1169710,7/3/2020,Edm
1163277,7/3/2020,Pop
1152036,7/3/2020,R&B
1150392,7/3/2020,Reggaeton
1148727,7/3/2020,Reggaeton
1140796,7/3/2020,Hip Hop
1126252,7/3/2020,Pop
1114486,7/3/2020,Rap
1111316,7/3/2020,Hip Hop
1105293,7/3/2020,Pop
1100901,7/3/2020,Pop
1100112,7/3/2020,Reggaeton
1099057,7/3/2020,R&B
1083111,7/3/2020,Hip Hop
1080433,7/3/2020,Pop
1072778,7/3/2020,Other
1068403,7/3/2020,Pop
1057365,7/3/2020,Pop
1049725,7/3/2020,Pop
1034884,7/3/2020,Reggaeton
1028626,7/3/2020,Hip Hop
1023434,7/3/2020,Pop
1016086,7/3/2020,Pop
1014223,7/3/2020,Reggaeton
1010890,7/3/2020,Rap
1004163,7/3/2020,Other
992738,7/3/2020,Rock
975634,7/3/2020,Edm
972450,7/3/2020,Rock
962503,7/3/2020,Rap
950115,7/3/2020,Rap
946295,7/3/2020,Rap
916235,7/3/2020,Rap
915082,7/3/2020,Reggaeton
898062,7/3/2020,Hip Hop
897785,7/3/2020,Rap
887836,7/3/2020,Hip Hop
885094,7/3/2020,Pop
883868,7/3/2020,Pop
883469,7/3/2020,Rap
880480,7/3/2020,R&B
873747,7/3/2020,Rap
873538,7/3/2020,Pop
871200,7/3/2020,Rock
870654,7/3/2020,Rap
867518,7/3/2020,Rock
864549,7/3/2020,Reggaeton
862900,7/3/2020,Hip Hop
853778,7/3/2020,Reggaeton
847994,7/3/2020,Rap
847068,7/3/2020,Reggaeton
834590,7/3/2020,Pop
827846,7/3/2020,Rap
826269,7/3/2020,Reggaeton
825991,7/3/2020,Edm
819698,7/3/2020,Hip Hop
807524,7/3/2020,Pop
804264,7/3/2020,R&B
802861,7/3/2020,Pop
802129,7/3/2020,Pop
798912,7/3/2020,Rap
794538,7/3/2020,Reggaeton
793606,7/3/2020,Pop
790083,7/3/2020,Edm
782593,7/3/2020,Hip Hop
781319,7/3/2020,Rap
776068,7/3/2020,Hip Hop
769654,7/3/2020,Rap
766117,7/3/2020,Rap
756022,7/3/2020,Reggaeton
749631,7/3/2020,Rap
744124,7/3/2020,Reggaeton
742447,7/3/2020,Rap
742390,7/3/2020,Hip Hop
738078,7/3/2020,Pop
733892,7/3/2020,Hip Hop
733407,7/3/2020,Pop
720823,7/3/2020,Pop
717937,7/3/2020,Other
717734,7/3/2020,Rap
717177,7/3/2020,Edm
715766,7/3/2020,Rap
715123,7/3/2020,R&B
713950,7/3/2020,Rap
709840,7/3/2020,Hip Hop
707239,7/3/2020,Rap
707073,7/3/2020,Reggaeton
704348,7/3/2020,Edm
703974,7/3/2020,Rap
699796,7/3/2020,Pop
698283,7/3/2020,Hip Hop
698042,7/3/2020,Pop
695210,7/3/2020,Reggaeton
691910,7/3/2020,Rock
691512,7/3/2020,Pop
691270,7/3/2020,Reggaeton
691155,7/3/2020,Edm
690757,7/3/2020,Pop
688898,7/3/2020,Hip Hop
687486,7/3/2020,Pop
687198,7/3/2020,Reggaeton
686424,7/3/2020,Rap
686074,7/3/2020,Rock
685436,7/3/2020,Reggaeton
685268,7/3/2020,Rock
682548,7/3/2020,Hip Hop
681404,7/3/2020,Rap
678933,7/3/2020,Pop
678125,7/3/2020,Rap
677444,7/3/2020,Rap
676105,7/3/2020,Rock
673498,7/3/2020,Edm
670492,7/3/2020,Rock
667462,7/3/2020,Rock
666554,7/3/2020,Rock
5737050,7/4/2020,Hip Hop
5119989,7/4/2020,Pop
4927006,7/4/2020,R&B
4134603,7/4/2020,Rap
3947259,7/4/2020,Pop
3161552,7/4/2020,Pop
3141292,7/4/2020,Pop
3065952,7/4/2020,Rap
2973031,7/4/2020,Pop
2917729,7/4/2020,Hip Hop
2899089,7/4/2020,Edm
2707305,7/4/2020,Other
2647942,7/4/2020,Pop
2599259,7/4/2020,Rap
2598396,7/4/2020,Pop
2543155,7/4/2020,Other
2440876,7/4/2020,Other
2426971,7/4/2020,Rap
2399062,7/4/2020,Rap
2382218,7/4/2020,Reggaeton
2199302,7/4/2020,Pop
2146814,7/4/2020,Pop
2081917,7/4/2020,Rap
1987720,7/4/2020,Reggaeton
1982317,7/4/2020,Pop
1979997,7/4/2020,R&B
1952944,7/4/2020,R&B
1929174,7/4/2020,Reggaeton
1912301,7/4/2020,Pop
1907888,7/4/2020,Rap
1873114,7/4/2020,Pop
1831383,7/4/2020,Pop
1755327,7/4/2020,Reggaeton
1743977,7/4/2020,Pop
1698839,7/4/2020,Rap
1698711,7/4/2020,Other
1694764,7/4/2020,R&B
1688041,7/4/2020,R&B
1637372,7/4/2020,Reggaeton
1630379,7/4/2020,Rap
1624070,7/4/2020,Other
1613651,7/4/2020,Other
1590210,7/4/2020,Other
1548149,7/4/2020,Pop
1544708,7/4/2020,Hip Hop
1531810,7/4/2020,Pop
1508111,7/4/2020,Other
1501386,7/4/2020,Rap
1497305,7/4/2020,Edm
1494958,7/4/2020,R&B
1491933,7/4/2020,Rap
1485933,7/4/2020,Rock
1469925,7/4/2020,Reggaeton
1447929,7/4/2020,Reggaeton
1443820,7/4/2020,Pop
1424417,7/4/2020,Other
1421269,7/4/2020,Edm
1411764,7/4/2020,Rock
1387661,7/4/2020,Rap
1340108,7/4/2020,Rap
1328225,7/4/2020,Pop
1312566,7/4/2020,Rap
1311575,7/4/2020,Other
1308680,7/4/2020,Other
1298066,7/4/2020,Other
1277116,7/4/2020,Hip Hop
1276466,7/4/2020,Other
1275147,7/4/2020,Rap
1274970,7/4/2020,Other
1264258,7/4/2020,Edm
1259048,7/4/2020,Reggaeton
1252968,7/4/2020,Reggaeton
1248137,7/4/2020,Rap
1207883,7/4/2020,R&B
1195920,7/4/2020,Hip Hop
1178044,7/4/2020,Rap
1174383,7/4/2020,Reggaeton
1163750,7/4/2020,Reggaeton
1157987,7/4/2020,Reggaeton
1156578,7/4/2020,Edm
1132674,7/4/2020,Other
1128996,7/4/2020,Other
1127924,7/4/2020,Rap
1119444,7/4/2020,Other
1116099,7/4/2020,Other
1110309,7/4/2020,Reggaeton
1104302,7/4/2020,Hip Hop
1103018,7/4/2020,R&B
1102830,7/4/2020,R&B
1089900,7/4/2020,Pop
1089507,7/4/2020,Rap
1081755,7/4/2020,Hip Hop
1078573,7/4/2020,Pop
1060359,7/4/2020,Pop
1059008,7/4/2020,Pop
1055511,7/4/2020,Other
1050477,7/4/2020,Pop
1046135,7/4/2020,Pop
1042748,7/4/2020,Pop
1025314,7/4/2020,Other
1021803,7/4/2020,Hip Hop
1019662,7/4/2020,Pop
1018151,7/4/2020,Pop
1010454,7/4/2020,Hip Hop
1007343,7/4/2020,R&B
1004881,7/4/2020,Rap
1004285,7/4/2020,Reggaeton
999940,7/4/2020,Reggaeton
978491,7/4/2020,Rap
977728,7/4/2020,Rap
975522,7/4/2020,Pop
955406,7/4/2020,Edm
952155,7/4/2020,Rap
947423,7/4/2020,Rock
939100,7/4/2020,Rock
932853,7/4/2020,Hip Hop
922934,7/4/2020,Reggaeton
913057,7/4/2020,Pop
912591,7/4/2020,Rock
897385,7/4/2020,Rap
894955,7/4/2020,Reggaeton
890767,7/4/2020,Rock
880165,7/4/2020,Rap
877276,7/4/2020,Other
868458,7/4/2020,Reggaeton
865446,7/4/2020,Reggaeton
864035,7/4/2020,Rap
859960,7/4/2020,Rap
859144,7/4/2020,Reggaeton
855597,7/4/2020,Rap
853910,7/4/2020,Reggaeton
851586,7/4/2020,Pop
850870,7/4/2020,Pop
843863,7/4/2020,Reggaeton
834540,7/4/2020,Hip Hop
834358,7/4/2020,Rap
829569,7/4/2020,Hip Hop
814679,7/4/2020,Rap
814081,7/4/2020,Rock
809518,7/4/2020,Hip Hop
807264,7/4/2020,R&B
798115,7/4/2020,Edm
786448,7/4/2020,Reggaeton
785466,7/4/2020,Rock
783123,7/4/2020,Pop
778867,7/4/2020,Other
777301,7/4/2020,R&B
776865,7/4/2020,Rap
775579,7/4/2020,Pop
770990,7/4/2020,Edm
767417,7/4/2020,Reggaeton
765878,7/4/2020,Hip Hop
764296,7/4/2020,Rock
763774,7/4/2020,Rap
762028,7/4/2020,Reggaeton
753272,7/4/2020,Pop
752708,7/4/2020,Rock
751854,7/4/2020,Rap
749869,7/4/2020,Pop
745808,7/4/2020,Rap
740725,7/4/2020,Pop
734395,7/4/2020,Pop
724793,7/4/2020,Rap
724718,7/4/2020,Rock
722328,7/4/2020,Other
720294,7/4/2020,Pop
717455,7/4/2020,Edm
715666,7/4/2020,Reggaeton
711410,7/4/2020,Other
698704,7/4/2020,Pop
697858,7/4/2020,Other
696929,7/4/2020,Reggaeton
695827,7/4/2020,Reggaeton
695267,7/4/2020,Edm
694962,7/4/2020,Rap
693829,7/4/2020,Reggaeton
691842,7/4/2020,Rap
690506,7/4/2020,Pop
688811,7/4/2020,Rap
687779,7/4/2020,Pop
686916,7/4/2020,Rock
686137,7/4/2020,R&B
686103,7/4/2020,Reggaeton
685816,7/4/2020,Rap
678522,7/4/2020,Rap
677445,7/4/2020,Pop
676442,7/4/2020,Hip Hop
676330,7/4/2020,Edm
675927,7/4/2020,Rock
675682,7/4/2020,Hip Hop
674636,7/4/2020,Rock
674182,7/4/2020,Rap
674014,7/4/2020,Pop
673930,7/4/2020,Rap
671367,7/4/2020,Hip Hop
670778,7/4/2020,Rock
668550,7/4/2020,Rock
668063,7/4/2020,Rock
667141,7/4/2020,Rock
662860,7/4/2020,Rock
4984043,7/5/2020,Hip Hop
4395843,7/5/2020,Pop
4251642,7/5/2020,R&B
3503318,7/5/2020,Rap
3421993,7/5/2020,Pop
2821788,7/5/2020,Pop
2784474,7/5/2020,Rap
2698661,7/5/2020,Pop
2565027,7/5/2020,Pop
2551668,7/5/2020,Hip Hop
2487412,7/5/2020,Edm
2382918,7/5/2020,Other
2326180,7/5/2020,Rap
2299805,7/5/2020,Pop
2250979,7/5/2020,Pop
2199932,7/5/2020,Rap
2180534,7/5/2020,Other
2142769,7/5/2020,Reggaeton
2030960,7/5/2020,Other
2021832,7/5/2020,Rap
1953095,7/5/2020,Pop
1924255,7/5/2020,Pop
1869412,7/5/2020,Rap
1838228,7/5/2020,Pop
1768231,7/5/2020,Reggaeton
1760083,7/5/2020,R&B
1705789,7/5/2020,Pop
1704153,7/5/2020,Rap
1698007,7/5/2020,R&B
1645525,7/5/2020,Pop
1631072,7/5/2020,Pop
1630581,7/5/2020,Pop
1516790,7/5/2020,Reggaeton
1504529,7/5/2020,Reggaeton
1487516,7/5/2020,Rap
1486131,7/5/2020,Rap
1473469,7/5/2020,R&B
1462146,7/5/2020,R&B
1448813,7/5/2020,Other
1431952,7/5/2020,Reggaeton
1396083,7/5/2020,Other
1382497,7/5/2020,R&B
1377927,7/5/2020,Pop
1371281,7/5/2020,Rap
1343124,7/5/2020,Rock
1333109,7/5/2020,Edm
1316839,7/5/2020,Pop
1293958,7/5/2020,Reggaeton
1278643,7/5/2020,Reggaeton
1267489,7/5/2020,Pop
1261173,7/5/2020,Hip Hop
1257813,7/5/2020,Rock
1242901,7/5/2020,Rap
1236026,7/5/2020,Rap
1234965,7/5/2020,Other
1224235,7/5/2020,Edm
1205298,7/5/2020,Pop
1194439,7/5/2020,Rap
1175991,7/5/2020,Other
1157648,7/5/2020,Rap
1150603,7/5/2020,Rap
1138277,7/5/2020,Hip Hop
1130964,7/5/2020,Rap
1129735,7/5/2020,Other
1114125,7/5/2020,Reggaeton
1108837,7/5/2020,Other
1106402,7/5/2020,Reggaeton
1077974,7/5/2020,Reggaeton
1071340,7/5/2020,Edm
1069901,7/5/2020,R&B
1068471,7/5/2020,Hip Hop
1059091,7/5/2020,Rap
1052782,7/5/2020,Other
1038435,7/5/2020,Other
1033764,7/5/2020,Other
1020352,7/5/2020,Rap
1016384,7/5/2020,Rap
1009579,7/5/2020,Hip Hop
1005576,7/5/2020,Reggaeton
997152,7/5/2020,Pop
986367,7/5/2020,Hip Hop
984662,7/5/2020,R&B
982604,7/5/2020,Reggaeton
980646,7/5/2020,Pop
974750,7/5/2020,Pop
973514,7/5/2020,Other
968776,7/5/2020,R&B
955454,7/5/2020,Edm
946696,7/5/2020,Other
942162,7/5/2020,Reggaeton
941990,7/5/2020,Pop
940226,7/5/2020,Pop
931210,7/5/2020,Hip Hop
926359,7/5/2020,Hip Hop
916797,7/5/2020,Pop
910686,7/5/2020,Pop
894871,7/5/2020,Reggaeton
891682,7/5/2020,Other
886366,7/5/2020,Other
885835,7/5/2020,Other
875867,7/5/2020,Reggaeton
867498,7/5/2020,Rock
865616,7/5/2020,Rap
863111,7/5/2020,R&B
857212,7/5/2020,Rock
848343,7/5/2020,Rap
845778,7/5/2020,Pop
840751,7/5/2020,Pop
840701,7/5/2020,Rock
832548,7/5/2020,Pop
831772,7/5/2020,Hip Hop
822601,7/5/2020,Rap
820417,7/5/2020,Rap
816047,7/5/2020,Hip Hop
809931,7/5/2020,Rock
808771,7/5/2020,Reggaeton
803543,7/5/2020,Edm
803049,7/5/2020,Rap
800280,7/5/2020,Reggaeton
797228,7/5/2020,Other
796592,7/5/2020,Rap
794979,7/5/2020,Pop
